ID,Prob1
31264, 0.49
31265, 0.50
31266, 0.49
31267, 0.49
31268, 0.19
31269, 0.49
31270, 0.32
31271, 0.48
31272, 0.51
31273, 0.49
31274, 0.49
31275, 0.50
31276, 0.48
31277, 0.49
31278, 0.49
31279, 0.48
31280, 0.49
31281, 0.49
31282, 0.49
31283, 0.34
31284, 0.49
31285, 0.49
31286, 0.49
31287, 0.49
31288, 0.50
31289, 0.49
31290, 0.31
31291, 0.48
31292, 0.50
31293, 0.50
31294, 0.49
31295, 0.49
31296, 0.50
31297, 0.48
31298, 0.50
31299, 0.51
31300, 0.49
31301, 0.49
31302, 0.47
31303, 0.50
31304, 0.66
31305, 0.48
31306, 0.49
31307, 0.52
31308, 0.49
31309, 0.49
31310, 0.50
31311, 0.51
31312, 0.50
31313, 0.49
31314, 0.49
31315, 0.50
31316, 0.50
31317, 0.50
31318, 0.48
31319, 0.49
31320, 0.51
31321, 0.49
31322, 0.51
31323, 0.49
31324, 0.51
31325, 0.50
31326, 0.50
31327, 0.40
31328, 0.50
31329, 0.48
31330, 0.52
31331, 0.49
31332, 0.49
31333, 0.49
31334, 0.50
31335, 0.34
31336, 0.50
31337, 0.50
31338, 0.50
31339, 0.50
31340, 0.42
31341, 0.49
31342, 0.49
31343, 0.49
31344, 0.32
31345, 0.49
31346, 0.49
31347, 0.52
31348, 0.50
31349, 0.49
31350, 0.31
31351, 0.68
31352, 0.48
31353, 0.49
31354, 0.49
31355, 0.50
31356, 0.49
31357, 0.51
31358, 0.48
31359, 0.50
31360, 0.48
31361, 0.49
31362, 0.50
31363, 0.49
31364, 0.48
31365, 0.50
31366, 0.49
31367, 0.49
31368, 0.49
31369, 0.50
31370, 0.49
31371, 0.49
31372, 0.50
31373, 0.49
31374, 0.48
31375, 0.48
31376, 0.50
31377, 0.51
31378, 0.49
31379, 0.49
31380, 0.20
31381, 0.49
31382, 0.49
31383, 0.51
31384, 0.48
31385, 0.51
31386, 0.51
31387, 0.49
31388, 0.48
31389, 0.51
31390, 0.50
31391, 0.39
31392, 0.50
31393, 0.49
31394, 0.51
31395, 0.35
31396, 0.49
31397, 0.49
31398, 0.50
31399, 0.48
31400, 0.33
31401, 0.49
31402, 0.49
31403, 0.50
31404, 0.50
31405, 0.49
31406, 0.48
31407, 0.52
31408, 0.50
31409, 0.52
31410, 0.51
31411, 0.51
31412, 0.49
31413, 0.48
31414, 0.49
31415, 0.49
31416, 0.49
31417, 0.50
31418, 0.49
31419, 0.48
31420, 0.48
31421, 0.49
31422, 0.50
31423, 0.18
31424, 0.48
31425, 0.49
31426, 0.49
31427, 0.50
31428, 0.50
31429, 0.32
31430, 0.31
31431, 0.49
31432, 0.49
31433, 0.51
31434, 0.51
31435, 0.50
31436, 0.50
31437, 0.51
31438, 0.51
31439, 0.50
31440, 0.32
31441, 0.49
31442, 0.49
31443, 0.39
31444, 0.50
31445, 0.49
31446, 0.49
31447, 0.51
31448, 0.34
31449, 0.49
31450, 0.50
31451, 0.32
31452, 0.49
31453, 0.49
31454, 0.09
31455, 0.50
31456, 0.51
31457, 0.52
31458, 0.50
31459, 0.51
31460, 0.50
31461, 0.49
31462, 0.50
31463, 0.51
31464, 0.49
31465, 0.49
31466, 0.48
31467, 0.49
31468, 0.49
31469, 0.49
31470, 0.50
31471, 0.49
31472, 0.49
31473, 0.49
31474, 0.50
31475, 0.49
31476, 0.50
31477, 0.49
31478, 0.50
31479, 0.53
31480, 0.49
31481, 0.50
31482, 0.50
31483, 0.48
31484, 0.50
31485, 0.48
31486, 0.50
31487, 0.49
31488, 0.48
31489, 0.68
31490, 0.50
31491, 0.50
31492, 0.48
31493, 0.50
31494, 0.49
31495, 0.50
31496, 0.49
31497, 0.50
31498, 0.52
31499, 0.49
31500, 0.49
31501, 0.49
31502, 0.50
31503, 0.49
31504, 0.50
31505, 0.34
31506, 0.47
31507, 0.48
31508, 0.50
31509, 0.49
31510, 0.48
31511, 0.50
31512, 0.49
31513, 0.50
31514, 0.79
31515, 0.31
31516, 0.50
31517, 0.50
31518, 0.40
31519, 0.50
31520, 0.50
31521, 0.49
31522, 0.48
31523, 0.49
31524, 0.49
31525, 0.48
31526, 0.50
31527, 0.48
31528, 0.10
31529, 0.48
31530, 0.50
31531, 0.48
31532, 0.49
31533, 0.49
31534, 0.50
31535, 0.49
31536, 0.36
31537, 0.49
31538, 0.49
31539, 0.49
31540, 0.48
31541, 0.32
31542, 0.49
31543, 0.49
31544, 0.49
31545, 0.48
31546, 0.51
31547, 0.49
31548, 0.50
31549, 0.49
31550, 0.50
31551, 0.47
31552, 0.47
31553, 0.50
31554, 0.50
31555, 0.49
31556, 0.48
31557, 0.51
31558, 0.49
31559, 0.49
31560, 0.49
31561, 0.52
31562, 0.51
31563, 0.33
31564, 0.32
31565, 0.48
31566, 0.49
31567, 0.49
31568, 0.49
31569, 0.50
31570, 0.49
31571, 0.50
31572, 0.49
31573, 0.49
31574, 0.49
31575, 0.50
31576, 0.51
31577, 0.32
31578, 0.49
31579, 0.48
31580, 0.50
31581, 0.50
31582, 0.48
31583, 0.48
31584, 0.50
31585, 0.49
31586, 0.48
31587, 0.49
31588, 0.49
31589, 0.50
31590, 0.50
31591, 0.50
31592, 0.50
31593, 0.50
31594, 0.50
31595, 0.51
31596, 0.49
31597, 0.50
31598, 0.49
31599, 0.49
31600, 0.46
31601, 0.50
31602, 0.10
31603, 0.52
31604, 0.45
31605, 0.50
31606, 0.51
31607, 0.48
31608, 0.49
31609, 0.49
31610, 0.43
31611, 0.48
31612, 0.51
31613, 0.49
31614, 0.49
31615, 0.49
31616, 0.49
31617, 0.51
31618, 0.49
31619, 0.49
31620, 0.50
31621, 0.48
31622, 0.66
31623, 0.49
31624, 0.47
31625, 0.49
31626, 0.50
31627, 0.49
31628, 0.49
31629, 0.51
31630, 0.50
31631, 0.36
31632, 0.49
31633, 0.49
31634, 0.50
31635, 0.49
31636, 0.51
31637, 0.49
31638, 0.49
31639, 0.49
31640, 0.49
31641, 0.47
31642, 0.68
31643, 0.31
31644, 0.49
31645, 0.49
31646, 0.51
31647, 0.48
31648, 0.33
31649, 0.49
31650, 0.49
31651, 0.49
31652, 0.49
31653, 0.49
31654, 0.51
31655, 0.49
31656, 0.47
31657, 0.50
31658, 0.50
31659, 0.48
31660, 0.48
31661, 0.50
31662, 0.49
31663, 0.47
31664, 0.50
31665, 0.49
31666, 0.49
31667, 0.48
31668, 0.50
31669, 0.49
31670, 0.50
31671, 0.32
31672, 0.49
31673, 0.67
31674, 0.49
31675, 0.51
31676, 0.49
31677, 0.49
31678, 0.50
31679, 0.50
31680, 0.49
31681, 0.48
31682, 0.49
31683, 0.49
31684, 0.48
31685, 0.49
31686, 0.50
31687, 0.47
31688, 0.49
31689, 0.49
31690, 0.67
31691, 0.50
31692, 0.52
31693, 0.49
31694, 0.50
31695, 0.49
31696, 0.48
31697, 0.50
31698, 0.50
31699, 0.49
31700, 0.50
31701, 0.49
31702, 0.50
31703, 0.50
31704, 0.48
31705, 0.49
31706, 0.47
31707, 0.19
31708, 0.62
31709, 0.52
31710, 0.50
31711, 0.51
31712, 0.49
31713, 0.50
31714, 0.48
31715, 0.49
31716, 0.32
31717, 0.51
31718, 0.33
31719, 0.50
31720, 0.49
31721, 0.49
31722, 0.49
31723, 0.49
31724, 0.49
31725, 0.50
31726, 0.48
31727, 0.50
31728, 0.49
31729, 0.50
31730, 0.49
31731, 0.49
31732, 0.49
31733, 0.49
31734, 0.50
31735, 0.51
31736, 0.51
31737, 0.50
31738, 0.48
31739, 0.49
31740, 0.50
31741, 0.49
31742, 0.33
31743, 0.51
31744, 0.49
31745, 0.32
31746, 0.49
31747, 0.48
31748, 0.49
31749, 0.49
31750, 0.32
31751, 0.52
31752, 0.49
31753, 0.50
31754, 0.48
31755, 0.50
31756, 0.49
31757, 0.49
31758, 0.50
31759, 0.47
31760, 0.49
31761, 0.50
31762, 0.31
31763, 0.51
31764, 0.32
31765, 0.50
31766, 0.49
31767, 0.49
31768, 0.30
31769, 0.49
31770, 0.49
31771, 0.50
31772, 0.48
31773, 0.50
31774, 0.50
31775, 0.32
31776, 0.49
31777, 0.31
31778, 0.49
31779, 0.49
31780, 0.50
31781, 0.47
31782, 0.50
31783, 0.49
31784, 0.49
31785, 0.49
31786, 0.48
31787, 0.49
31788, 0.48
31789, 0.48
31790, 0.52
31791, 0.53
31792, 0.49
31793, 0.49
31794, 0.49
31795, 0.50
31796, 0.50
31797, 0.50
31798, 0.51
31799, 0.49
31800, 0.51
31801, 0.49
31802, 0.48
31803, 0.48
31804, 0.48
31805, 0.49
31806, 0.50
31807, 0.49
31808, 0.49
31809, 0.49
31810, 0.49
31811, 0.50
31812, 0.50
31813, 0.47
31814, 0.48
31815, 0.50
31816, 0.51
31817, 0.49
31818, 0.51
31819, 0.50
31820, 0.50
31821, 0.49
31822, 0.49
31823, 0.49
31824, 0.50
31825, 0.49
31826, 0.48
31827, 0.50
31828, 0.49
31829, 0.50
31830, 0.51
31831, 0.49
31832, 0.49
31833, 0.32
31834, 0.49
31835, 0.49
31836, 0.50
31837, 0.53
31838, 0.47
31839, 0.28
31840, 0.48
31841, 0.50
31842, 0.49
31843, 0.51
31844, 0.47
31845, 0.50
31846, 0.49
31847, 0.50
31848, 0.50
31849, 0.49
31850, 0.50
31851, 0.49
31852, 0.49
31853, 0.49
31854, 0.50
31855, 0.32
31856, 0.51
31857, 0.33
31858, 0.49
31859, 0.49
31860, 0.66
31861, 0.50
31862, 0.49
31863, 0.49
31864, 0.49
31865, 0.49
31866, 0.49
31867, 0.50
31868, 0.49
31869, 0.49
31870, 0.32
31871, 0.48
31872, 0.50
31873, 0.17
31874, 0.49
31875, 0.48
31876, 0.49
31877, 0.49
31878, 0.49
31879, 0.48
31880, 0.49
31881, 0.48
31882, 0.49
31883, 0.50
31884, 0.49
31885, 0.48
31886, 0.49
31887, 0.50
31888, 0.46
31889, 0.50
31890, 0.48
31891, 0.49
31892, 0.48
31893, 0.50
31894, 0.49
31895, 0.50
31896, 0.47
31897, 0.49
31898, 0.25
31899, 0.52
31900, 0.49
31901, 0.49
31902, 0.32
31903, 0.47
31904, 0.49
31905, 0.48
31906, 0.48
31907, 0.49
31908, 0.50
31909, 0.52
31910, 0.51
31911, 0.49
31912, 0.50
31913, 0.50
31914, 0.49
31915, 0.52
31916, 0.50
31917, 0.49
31918, 0.49
31919, 0.51
31920, 0.48
31921, 0.50
31922, 0.49
31923, 0.49
31924, 0.49
31925, 0.49
31926, 0.48
31927, 0.47
31928, 0.48
31929, 0.50
31930, 0.49
31931, 0.49
31932, 0.48
31933, 0.49
31934, 0.48
31935, 0.49
31936, 0.50
31937, 0.49
31938, 0.54
31939, 0.50
31940, 0.51
31941, 0.49
31942, 0.48
31943, 0.50
31944, 0.51
31945, 0.51
31946, 0.49
31947, 0.50
31948, 0.50
31949, 0.49
31950, 0.30
31951, 0.53
31952, 0.51
31953, 0.50
31954, 0.66
31955, 0.49
31956, 0.48
31957, 0.48
31958, 0.49
31959, 0.51
31960, 0.51
31961, 0.50
31962, 0.33
31963, 0.49
31964, 0.49
31965, 0.50
31966, 0.49
31967, 0.52
31968, 0.49
31969, 0.51
31970, 0.33
31971, 0.51
31972, 0.53
31973, 0.34
31974, 0.50
31975, 0.18
31976, 0.50
31977, 0.50
31978, 0.50
31979, 0.50
31980, 0.49
31981, 0.48
31982, 0.48
31983, 0.49
31984, 0.33
31985, 0.50
31986, 0.51
31987, 0.50
31988, 0.50
31989, 0.33
31990, 0.49
31991, 0.48
31992, 0.19
31993, 0.50
31994, 0.51
31995, 0.46
31996, 0.49
31997, 0.32
31998, 0.50
31999, 0.49
32000, 0.49
32001, 0.48
32002, 0.53
32003, 0.49
32004, 0.50
32005, 0.49
32006, 0.49
32007, 0.51
32008, 0.48
32009, 0.49
32010, 0.48
32011, 0.48
32012, 0.50
32013, 0.50
32014, 0.50
32015, 0.49
32016, 0.66
32017, 0.49
32018, 0.49
32019, 0.50
32020, 0.49
32021, 0.49
32022, 0.47
32023, 0.50
32024, 0.50
32025, 0.50
32026, 0.49
32027, 0.49
32028, 0.50
32029, 0.50
32030, 0.33
32031, 0.50
32032, 0.48
32033, 0.32
32034, 0.49
32035, 0.52
32036, 0.49
32037, 0.49
32038, 0.49
32039, 0.49
32040, 0.31
32041, 0.50
32042, 0.50
32043, 0.50
32044, 0.32
32045, 0.47
32046, 0.50
32047, 0.51
32048, 0.50
32049, 0.51
32050, 0.50
32051, 0.49
32052, 0.33
32053, 0.49
32054, 0.33
32055, 0.49
32056, 0.48
32057, 0.50
32058, 0.49
32059, 0.33
32060, 0.49
32061, 0.51
32062, 0.51
32063, 0.51
32064, 0.50
32065, 0.49
32066, 0.49
32067, 0.49
32068, 0.49
32069, 0.51
32070, 0.49
32071, 0.49
32072, 0.49
32073, 0.50
32074, 0.49
32075, 0.31
32076, 0.32
32077, 0.49
32078, 0.62
32079, 0.48
32080, 0.49
32081, 0.51
32082, 0.49
32083, 0.48
32084, 0.49
32085, 0.49
32086, 0.49
32087, 0.49
32088, 0.51
32089, 0.48
32090, 0.49
32091, 0.33
32092, 0.46
32093, 0.49
32094, 0.50
32095, 0.49
32096, 0.51
32097, 0.49
32098, 0.51
32099, 0.50
32100, 0.50
32101, 0.49
32102, 0.48
32103, 0.50
32104, 0.50
32105, 0.49
32106, 0.49
32107, 0.51
32108, 0.49
32109, 0.48
32110, 0.56
32111, 0.49
32112, 0.51
32113, 0.47
32114, 0.50
32115, 0.49
32116, 0.51
32117, 0.48
32118, 0.31
32119, 0.51
32120, 0.49
32121, 0.49
32122, 0.49
32123, 0.48
32124, 0.51
32125, 0.50
32126, 0.32
32127, 0.49
32128, 0.48
32129, 0.49
32130, 0.49
32131, 0.50
32132, 0.48
32133, 0.49
32134, 0.49
32135, 0.53
32136, 0.33
32137, 0.50
32138, 0.49
32139, 0.49
32140, 0.49
32141, 0.48
32142, 0.48
32143, 0.49
32144, 0.49
32145, 0.48
32146, 0.49
32147, 0.48
32148, 0.51
32149, 0.50
32150, 0.49
32151, 0.50
32152, 0.50
32153, 0.48
32154, 0.50
32155, 0.48
32156, 0.50
32157, 0.49
32158, 0.67
32159, 0.49
32160, 0.32
32161, 0.49
32162, 0.49
32163, 0.50
32164, 0.50
32165, 0.51
32166, 0.48
32167, 0.50
32168, 0.49
32169, 0.50
32170, 0.52
32171, 0.49
32172, 0.49
32173, 0.51
32174, 0.49
32175, 0.48
32176, 0.49
32177, 0.51
32178, 0.48
32179, 0.48
32180, 0.48
32181, 0.49
32182, 0.49
32183, 0.32
32184, 0.49
32185, 0.48
32186, 0.49
32187, 0.19
32188, 0.09
32189, 0.49
32190, 0.49
32191, 0.50
32192, 0.50
32193, 0.48
32194, 0.49
32195, 0.48
32196, 0.49
32197, 0.66
32198, 0.49
32199, 0.50
32200, 0.49
32201, 0.50
32202, 0.48
32203, 0.53
32204, 0.50
32205, 0.50
32206, 0.51
32207, 0.50
32208, 0.49
32209, 0.50
32210, 0.49
32211, 0.49
32212, 0.49
32213, 0.33
32214, 0.51
32215, 0.49
32216, 0.68
32217, 0.49
32218, 0.48
32219, 0.49
32220, 0.50
32221, 0.49
32222, 0.51
32223, 0.49
32224, 0.44
32225, 0.49
32226, 0.50
32227, 0.49
32228, 0.50
32229, 0.48
32230, 0.47
32231, 0.52
32232, 0.49
32233, 0.49
32234, 0.50
32235, 0.49
32236, 0.44
32237, 0.48
32238, 0.49
32239, 0.49
32240, 0.50
32241, 0.48
32242, 0.50
32243, 0.49
32244, 0.50
32245, 0.50
32246, 0.49
32247, 0.49
32248, 0.47
32249, 0.51
32250, 0.50
32251, 0.52
32252, 0.50
32253, 0.32
32254, 0.48
32255, 0.50
32256, 0.48
32257, 0.49
32258, 0.31
32259, 0.49
32260, 0.49
32261, 0.52
32262, 0.49
32263, 0.49
32264, 0.48
32265, 0.48
32266, 0.49
32267, 0.49
32268, 0.49
32269, 0.48
32270, 0.49
32271, 0.49
32272, 0.47
32273, 0.50
32274, 0.32
32275, 0.48
32276, 0.50
32277, 0.52
32278, 0.47
32279, 0.50
32280, 0.49
32281, 0.51
32282, 0.50
32283, 0.48
32284, 0.47
32285, 0.47
32286, 0.49
32287, 0.49
32288, 0.32
32289, 0.49
32290, 0.48
32291, 0.50
32292, 0.50
32293, 0.33
32294, 0.49
32295, 0.49
32296, 0.48
32297, 0.51
32298, 0.49
32299, 0.47
32300, 0.51
32301, 0.48
32302, 0.49
32303, 0.33
32304, 0.49
32305, 0.49
32306, 0.49
32307, 0.52
32308, 0.49
32309, 0.50
32310, 0.49
32311, 0.50
32312, 0.51
32313, 0.48
32314, 0.51
32315, 0.51
32316, 0.50
32317, 0.49
32318, 0.50
32319, 0.50
32320, 0.48
32321, 0.51
32322, 0.49
32323, 0.33
32324, 0.49
32325, 0.51
32326, 0.47
32327, 0.50
32328, 0.48
32329, 0.67
32330, 0.49
32331, 0.49
32332, 0.50
32333, 0.48
32334, 0.49
32335, 0.48
32336, 0.50
32337, 0.49
32338, 0.49
32339, 0.50
32340, 0.67
32341, 0.49
32342, 0.49
32343, 0.52
32344, 0.50
32345, 0.49
32346, 0.49
32347, 0.49
32348, 0.48
32349, 0.50
32350, 0.32
32351, 0.49
32352, 0.66
32353, 0.49
32354, 0.49
32355, 0.50
32356, 0.49
32357, 0.50
32358, 0.53
32359, 0.51
32360, 0.49
32361, 0.49
32362, 0.49
32363, 0.50
32364, 0.49
32365, 0.49
32366, 0.50
32367, 0.48
32368, 0.48
32369, 0.50
32370, 0.32
32371, 0.49
32372, 0.33
32373, 0.50
32374, 0.49
32375, 0.50
32376, 0.32
32377, 0.50
32378, 0.49
32379, 0.47
32380, 0.49
32381, 0.51
32382, 0.19
32383, 0.50
32384, 0.48
32385, 0.31
32386, 0.52
32387, 0.50
32388, 0.49
32389, 0.49
32390, 0.49
32391, 0.49
32392, 0.19
32393, 0.49
32394, 0.48
32395, 0.49
32396, 0.49
32397, 0.48
32398, 0.43
32399, 0.48
32400, 0.50
32401, 0.49
32402, 0.32
32403, 0.50
32404, 0.50
32405, 0.49
32406, 0.48
32407, 0.48
32408, 0.48
32409, 0.47
32410, 0.49
32411, 0.50
32412, 0.49
32413, 0.32
32414, 0.51
32415, 0.50
32416, 0.33
32417, 0.51
32418, 0.49
32419, 0.49
32420, 0.50
32421, 0.51
32422, 0.48
32423, 0.50
32424, 0.51
32425, 0.49
32426, 0.48
32427, 0.50
32428, 0.51
32429, 0.49
32430, 0.53
32431, 0.49
32432, 0.51
32433, 0.48
32434, 0.49
32435, 0.49
32436, 0.48
32437, 0.49
32438, 0.48
32439, 0.48
32440, 0.49
32441, 0.49
32442, 0.49
32443, 0.50
32444, 0.49
32445, 0.48
32446, 0.49
32447, 0.49
32448, 0.33
32449, 0.49
32450, 0.50
32451, 0.47
32452, 0.47
32453, 0.51
32454, 0.50
32455, 0.49
32456, 0.49
32457, 0.50
32458, 0.49
32459, 0.49
32460, 0.49
32461, 0.48
32462, 0.49
32463, 0.50
32464, 0.31
32465, 0.49
32466, 0.49
32467, 0.49
32468, 0.49
32469, 0.49
32470, 0.50
32471, 0.49
32472, 0.48
32473, 0.50
32474, 0.49
32475, 0.50
32476, 0.50
32477, 0.49
32478, 0.34
32479, 0.50
32480, 0.50
32481, 0.48
32482, 0.51
32483, 0.49
32484, 0.50
32485, 0.32
32486, 0.51
32487, 0.52
32488, 0.48
32489, 0.49
32490, 0.52
32491, 0.50
32492, 0.48
32493, 0.51
32494, 0.68
32495, 0.50
32496, 0.50
32497, 0.49
32498, 0.50
32499, 0.49
32500, 0.67
32501, 0.48
32502, 0.50
32503, 0.50
32504, 0.48
32505, 0.50
32506, 0.49
32507, 0.51
32508, 0.49
32509, 0.50
32510, 0.50
32511, 0.32
32512, 0.51
32513, 0.48
32514, 0.50
32515, 0.47
32516, 0.49
32517, 0.48
32518, 0.49
32519, 0.49
32520, 0.48
32521, 0.49
32522, 0.49
32523, 0.49
32524, 0.49
32525, 0.49
32526, 0.51
32527, 0.49
32528, 0.50
32529, 0.33
32530, 0.50
32531, 0.49
32532, 0.49
32533, 0.50
32534, 0.32
32535, 0.49
32536, 0.52
32537, 0.50
32538, 0.51
32539, 0.55
32540, 0.49
32541, 0.49
32542, 0.49
32543, 0.49
32544, 0.48
32545, 0.50
32546, 0.49
32547, 0.52
32548, 0.50
32549, 0.47
32550, 0.49
32551, 0.49
32552, 0.49
32553, 0.49
32554, 0.49
32555, 0.50
32556, 0.49
32557, 0.51
32558, 0.48
32559, 0.50
32560, 0.51
32561, 0.49
32562, 0.49
32563, 0.50
32564, 0.48
32565, 0.50
32566, 0.50
32567, 0.50
32568, 0.51
32569, 0.50
32570, 0.44
32571, 0.49
32572, 0.50
32573, 0.49
32574, 0.50
32575, 0.49
32576, 0.66
32577, 0.49
32578, 0.49
32579, 0.48
32580, 0.48
32581, 0.50
32582, 0.48
32583, 0.49
32584, 0.49
32585, 0.48
32586, 0.49
32587, 0.51
32588, 0.50
32589, 0.48
32590, 0.49
32591, 0.50
32592, 0.48
32593, 0.51
32594, 0.70
32595, 0.49
32596, 0.50
32597, 0.33
32598, 0.50
32599, 0.49
32600, 0.19
32601, 0.49
32602, 0.48
32603, 0.50
32604, 0.51
32605, 0.51
32606, 0.49
32607, 0.47
32608, 0.52
32609, 0.48
32610, 0.51
32611, 0.49
32612, 0.32
32613, 0.49
32614, 0.50
32615, 0.51
32616, 0.49
32617, 0.55
32618, 0.48
32619, 0.49
32620, 0.51
32621, 0.66
32622, 0.50
32623, 0.50
32624, 0.49
32625, 0.49
32626, 0.49
32627, 0.48
32628, 0.49
32629, 0.32
32630, 0.50
32631, 0.49
32632, 0.48
32633, 0.49
32634, 0.50
32635, 0.53
32636, 0.49
32637, 0.50
32638, 0.29
32639, 0.50
32640, 0.49
32641, 0.31
32642, 0.49
32643, 0.64
32644, 0.48
32645, 0.51
32646, 0.49
32647, 0.50
32648, 0.50
32649, 0.48
32650, 0.48
32651, 0.50
32652, 0.85
32653, 0.48
32654, 0.32
32655, 0.50
32656, 0.51
32657, 0.50
32658, 0.49
32659, 0.10
32660, 0.49
32661, 0.49
32662, 0.50
32663, 0.51
32664, 0.49
32665, 0.48
32666, 0.50
32667, 0.50
32668, 0.48
32669, 0.33
32670, 0.49
32671, 0.48
32672, 0.49
32673, 0.50
32674, 0.49
32675, 0.50
32676, 0.67
32677, 0.49
32678, 0.49
32679, 0.49
32680, 0.48
32681, 0.48
32682, 0.49
32683, 0.49
32684, 0.50
32685, 0.50
32686, 0.50
32687, 0.48
32688, 0.50
32689, 0.48
32690, 0.47
32691, 0.50
32692, 0.49
32693, 0.50
32694, 0.49
32695, 0.50
32696, 0.50
32697, 0.47
32698, 0.34
32699, 0.48
32700, 0.51
32701, 0.49
32702, 0.49
32703, 0.51
32704, 0.49
32705, 0.50
32706, 0.48
32707, 0.50
32708, 0.33
32709, 0.50
32710, 0.48
32711, 0.47
32712, 0.50
32713, 0.49
32714, 0.51
32715, 0.32
32716, 0.50
32717, 0.51
32718, 0.32
32719, 0.49
32720, 0.49
32721, 0.49
32722, 0.49
32723, 0.52
32724, 0.51
32725, 0.49
32726, 0.50
32727, 0.49
32728, 0.50
32729, 0.49
32730, 0.48
32731, 0.50
32732, 0.49
32733, 0.33
32734, 0.50
32735, 0.67
32736, 0.49
32737, 0.48
32738, 0.49
32739, 0.48
32740, 0.50
32741, 0.49
32742, 0.50
32743, 0.50
32744, 0.31
32745, 0.49
32746, 0.49
32747, 0.50
32748, 0.49
32749, 0.50
32750, 0.34
32751, 0.49
32752, 0.47
32753, 0.33
32754, 0.50
32755, 0.49
32756, 0.48
32757, 0.49
32758, 0.31
32759, 0.48
32760, 0.51
32761, 0.51
32762, 0.33
32763, 0.49
32764, 0.71
32765, 0.50
32766, 0.49
32767, 0.49
32768, 0.50
32769, 0.49
32770, 0.32
32771, 0.49
32772, 0.49
32773, 0.49
32774, 0.49
32775, 0.50
32776, 0.33
32777, 0.49
32778, 0.49
32779, 0.49
32780, 0.49
32781, 0.50
32782, 0.51
32783, 0.48
32784, 0.50
32785, 0.32
32786, 0.51
32787, 0.49
32788, 0.49
32789, 0.48
32790, 0.46
32791, 0.49
32792, 0.48
32793, 0.49
32794, 0.50
32795, 0.68
32796, 0.50
32797, 0.47
32798, 0.49
32799, 0.48
32800, 0.50
32801, 0.49
32802, 0.50
32803, 0.49
32804, 0.50
32805, 0.49
32806, 0.49
32807, 0.50
32808, 0.32
32809, 0.50
32810, 0.48
32811, 0.49
32812, 0.49
32813, 0.47
32814, 0.49
32815, 0.49
32816, 0.49
32817, 0.50
32818, 0.49
32819, 0.32
32820, 0.49
32821, 0.49
32822, 0.51
32823, 0.51
32824, 0.49
32825, 0.49
32826, 0.49
32827, 0.49
32828, 0.50
32829, 0.51
32830, 0.49
32831, 0.49
32832, 0.51
32833, 0.48
32834, 0.50
32835, 0.49
32836, 0.49
32837, 0.51
32838, 0.50
32839, 0.50
32840, 0.51
32841, 0.48
32842, 0.49
32843, 0.50
32844, 0.49
32845, 0.51
32846, 0.49
32847, 0.48
32848, 0.50
32849, 0.48
32850, 0.49
32851, 0.52
32852, 0.49
32853, 0.32
32854, 0.49
32855, 0.52
32856, 0.47
32857, 0.49
32858, 0.52
32859, 0.48
32860, 0.49
32861, 0.55
32862, 0.50
32863, 0.49
32864, 0.50
32865, 0.49
32866, 0.50
32867, 0.50
32868, 0.36
32869, 0.48
32870, 0.50
32871, 0.50
32872, 0.51
32873, 0.48
32874, 0.50
32875, 0.51
32876, 0.49
32877, 0.49
32878, 0.49
32879, 0.48
32880, 0.49
32881, 0.49
32882, 0.48
32883, 0.32
32884, 0.49
32885, 0.49
32886, 0.49
32887, 0.50
32888, 0.47
32889, 0.50
32890, 0.51
32891, 0.50
32892, 0.47
32893, 0.49
32894, 0.49
32895, 0.50
32896, 0.49
32897, 0.51
32898, 0.68
32899, 0.50
32900, 0.50
32901, 0.50
32902, 0.49
32903, 0.50
32904, 0.48
32905, 0.19
32906, 0.51
32907, 0.51
32908, 0.49
32909, 0.49
32910, 0.49
32911, 0.42
32912, 0.50
32913, 0.49
32914, 0.49
32915, 0.49
32916, 0.50
32917, 0.50
32918, 0.32
32919, 0.48
32920, 0.51
32921, 0.32
32922, 0.49
32923, 0.49
32924, 0.50
32925, 0.49
32926, 0.51
32927, 0.48
32928, 0.49
32929, 0.50
32930, 0.49
32931, 0.51
32932, 0.47
32933, 0.51
32934, 0.49
32935, 0.50
32936, 0.50
32937, 0.19
32938, 0.32
32939, 0.66
32940, 0.49
32941, 0.50
32942, 0.50
32943, 0.50
32944, 0.50
32945, 0.50
32946, 0.49
32947, 0.49
32948, 0.51
32949, 0.49
32950, 0.48
32951, 0.50
32952, 0.51
32953, 0.50
32954, 0.32
32955, 0.49
32956, 0.50
32957, 0.50
32958, 0.49
32959, 0.50
32960, 0.49
32961, 0.49
32962, 0.49
32963, 0.49
32964, 0.48
32965, 0.47
32966, 0.49
32967, 0.49
32968, 0.48
32969, 0.50
32970, 0.51
32971, 0.66
32972, 0.49
32973, 0.49
32974, 0.48
32975, 0.49
32976, 0.49
32977, 0.49
32978, 0.48
32979, 0.49
32980, 0.48
32981, 0.49
32982, 0.48
32983, 0.51
32984, 0.52
32985, 0.49
32986, 0.49
32987, 0.49
32988, 0.51
32989, 0.32
32990, 0.52
32991, 0.36
32992, 0.49
32993, 0.50
32994, 0.49
32995, 0.49
32996, 0.49
32997, 0.48
32998, 0.49
32999, 0.48
33000, 0.52
33001, 0.49
33002, 0.50
33003, 0.49
33004, 0.50
33005, 0.49
33006, 0.49
33007, 0.49
33008, 0.50
33009, 0.49
33010, 0.49
33011, 0.51
33012, 0.49
